dept,donation,events,food_spend,guest_amt,venue_cost,equipment_rental,event_date,attendance,sponsorship,marketing_spend,student_spend
AI&DS,1881182.0121001475,36,76512.39020091628,35515.12239293939,37857.02697592765,10577.158363224371,2023-05-13,160,303169.9770910492,30056.546441333307,755420.5285327424
Medical Electronics,1607627.3097586476,21,30093.704695467666,29435.964389004384,55993.09603396159,18641.71662421587,2024-01-30,797,25175.59567702996,34768.59458657787,622313.0068604435
Civil,1995971.515540008,30,67767.39629698198,20609.86893639735,25988.198278657066,22099.378247878532,2023-03-06,642,144698.872545973,31636.148198858155,764030.6115113446
IT,733888.0401308348,24,61358.46614928414,24604.015570542942,141007.12974871485,9755.698270503439,2023-10-17,318,26071.938395679048,38132.595445253966,384924.5860694774
Medical Electronics,1546017.1634156974,44,61128.32611040805,40751.636803407775,105903.80885981834,18022.14456751698,2024-01-11,111,215964.3407057945,30710.27878038847,656264.9171869262
CSE,833765.2815380222,42,69670.66115275983,17515.81199689756,117027.1749607214,16726.493609752975,2024-04-11,913,448599.0142424597,8003.761468284061,527090.6091561051
EEE,985757.4595926222,30,59354.38325760885,11401.485789956694,60504.32614568976,6775.935535083531,2023-08-01,514,491499.6816318489,10240.048583812015,509660.42064692115
Mechanical,1273635.6532758216,22,89132.96033617461,19092.34408233997,129934.9578960545,25457.695441882574,2023-05-28,131,322153.3012167775,31841.35598947786,599010.5912180068
IT,1753670.3726633606,28,70802.20827552339,43229.03969695556,53748.426882102205,13392.060016071044,2024-07-26,259,89202.46995444999,17374.06363881381,660396.100950457
IT,1968962.7649386255,7,59226.69262342493,9004.5371685356,20213.68842461846,19364.554938796988,2024-04-15,336,453866.20109965984,8584.030806564462,750290.995308516
Civil,1548133.1570358104,35,84678.68082588803,49626.323301760334,68933.94512769021,17869.60587332836,2023-05-29,838,262961.43336802965,24332.123455184603,684406.242421094
Cybersecurity,864645.2252263009,28,64553.190844013174,29345.13045174481,94198.99252467955,17831.512614261057,2023-03-29,280,85337.16293042987,29944.51691376449,419284.831955953
IT,871646.1544402868,14,36202.98230066611,49318.05847851923,82231.63153551792,7680.559855212186,2023-11-20,928,461646.06803131406,19793.569475732293,500387.8272211573
ECE,1488285.4880983385,10,28638.54263589141,47254.83899386899,132069.8985349576,15587.05023123332,2024-01-31,657,381159.83485432045,37419.51660016001,677262.7050172138
EEE,515615.43424818956,16,23709.50070964109,25376.617139491253,33702.6871743017,16309.168980164255,2024-02-08,440,368535.5836343443,33969.67736455601,306114.8316706381
EEE,265424.5206062196,16,90950.96912914915,13932.09835724071,91997.04728238433,23341.071009111212,2023-03-23,557,357498.5448592583,19976.82624912524,309920.5532440587
ECE,741513.2073995143,31,73912.18886182593,12419.81494543123,86687.31547671797,26000.47079801746,2024-10-02,179,108166.51233725675,38969.26380088523,382255.43642166053
ECE,610116.0337254594,42,94364.05943478887,15799.521374148087,56581.08768238119,18624.55695250045,2023-10-13,746,113393.27893668777,34191.2769139866,386678.1706643513
ECE,627800.8348891807,25,64296.26251434487,36955.96882540418,126889.65463501138,7169.573851624762,2024-01-17,871,347263.56922935497,33685.04204230559,426569.39104505116
EEE,505535.11454732437,13,52606.079334542126,17282.749762916952,117870.32526468682,10921.236764913658,2023-09-27,919,117664.14755409447,29904.24653541806,330699.37703666853
AI&DS,132081.71979090566,6,15374.48400738004,20364.137132193424,115271.69435313802,9123.350671318276,2023-10-19,858,224949.13143349392,5512.535063984876,200013.59395771136
EEE,84854.17273015692,44,70447.80533914268,25195.046179757665,133905.02217504228,8115.3765797281185,2024-03-28,572,393180.8945410313,36342.82325646001,276277.32818574505
Cybersecurity,1976058.6599852615,9,62398.7883791408,46095.47061896553,113961.99808079776,14147.48246544519,2024-12-15,770,394136.73386794206,21921.88059991204,826436.089017881
Civil,884157.6107849316,45,99118.80042288594,13522.703804818075,50139.36792291444,10734.83755385955,2023-01-24,814,232098.26853767122,47417.4369571395,510075.1449076968
Medical Electronics,799436.9619613793,36,31524.290000401874,5226.194867441141,111723.15251445984,10457.577795287807,2023-11-07,211,398173.0697548701,41809.31469847424,449807.79874986806
AI&DS,1375312.201251486,43,57766.36197581523,7704.3384670176565,60001.3657406797,6367.329364406692,2024-04-05,391,420924.68013704784,31446.25112890905,644988.1970624949
Mechanical,475595.0813368751,20,68586.16016062655,45714.485375605305,51482.704545171175,5441.751119885847,2023-07-27,921,330840.1181292875,16348.189181867125,346835.29199279804
Medical Electronics,1902424.3087029394,18,68013.20572681093,34138.24091795134,29490.46707695155,7569.206066244545,2024-12-17,730,121928.66763112588,14167.282697494997,720093.7124939704
Civil,1583372.7781103265,43,60516.418865356245,17286.827869751305,116723.71544519797,9304.936985590826,2024-10-25,482,144265.7723889183,20317.31769548971,642134.4893795002
Cybersecurity,224351.45450890606,21,79923.52092945029,12973.662545503601,112430.12505347547,15774.593221205077,2024-03-13,116,164272.16615028033,26445.557461100834,256631.34706799051
Cybersecurity,864282.5127806104,4,28448.308857413478,18242.003148670145,50484.93209763219,17763.006532471118,2024-06-21,592,67234.01278963647,18322.94795175262,373843.0426776512
Mechanical,1764280.699746221,33,75306.44802469743,10165.861726307605,117419.27217414028,8514.797954334139,2024-12-06,430,143848.21398127312,28171.827292661725,713002.0559374816
AI&DS,1892227.44346825,27,65776.11142897802,47368.98096279985,139319.31480216188,15619.583538104656,2023-12-02,838,112664.41991314074,12441.669148093366,748376.5142200568
ECE,961432.946937246,7,90646.7600615116,40289.277846437006,34043.76447390531,13543.721058148181,2024-02-26,972,233111.08740621505,48997.0765771475,489092.7812410952
AI&DS,1246152.20896088,6,86247.49951302235,25807.60296106433,50242.76299028074,9585.591087448902,2023-11-17,585,455134.3984574098,9856.604973424724,561869.6422667918
Cybersecurity,375716.1948795467,15,38363.2335219298,43923.31723018409,117533.90323135101,5171.018703709089,2024-05-11,505,61195.35520943946,46937.48628444674,269652.355134205
EEE,1982778.8209671043,18,34861.35924776377,16225.619193195453,55685.86755592017,16675.44666304354,2024-08-09,216,362931.2827342238,46111.01051312127,771343.8497689817
Civil,501759.8176977146,32,98348.79914672031,37270.42558124871,101206.31665688318,22141.293731629983,2023-06-12,654,346768.6721624326,28641.22168187741,393241.6583645716
Mechanical,1888326.9595634951,11,57453.86628237309,43525.96245561846,30551.349180282887,10656.933353595176,2024-06-24,979,56919.55734504525,37620.962232623795,720701.8960010151
Civil,1316810.9655351185,20,91577.88675229931,21054.59202304727,78786.32228346003,8295.170747416983,2023-06-14,214,462060.478403842,24622.17340876645,622525.1609921171
CSE,1235086.7500137752,24,24749.292140243397,39085.900045282295,116081.8848590839,27176.068611174047,2024-11-28,894,288551.3790568416,33351.55598940972,598147.7127892553
CSE,1049742.5964821917,15,67853.70233201569,18278.255716893924,109246.81259562283,11875.619312194944,2024-07-19,648,188225.5053564853,20325.91718395034,495063.328785913
AI&DS,499806.13284962944,48,82887.41686245275,18448.571086656386,125959.37308785488,10590.31549481662,2023-10-22,913,380703.9059127003,18552.155890345042,413547.72484560893
Cybersecurity,394229.6624107411,7,95265.57246278021,9817.573034938374,134068.77645841194,26427.423490247897,2023-02-11,724,136109.0746168007,31020.340377628116,325131.64502632484
Cybersecurity,479948.1076868419,21,40360.61269153211,24802.612092922944,120513.85516363857,25427.677479169033,2023-10-12,646,349819.820152697,27415.835338279117,359227.2740879304
ECE,413554.6111812963,42,75248.30529316473,37837.035792384,107306.40658206037,16208.66176311584,2024-01-22,743,29458.491710401137,31079.13661174915,303726.5695372351
ECE,1570189.723455169,26,58493.17081356571,47309.936250707826,24123.92393608405,17230.971535694363,2023-05-18,435,421309.9384285433,17899.726157916033,679066.595153027
ECE,732744.2553751237,44,15456.603345982137,32170.864636809325,89545.66754322773,10443.71762085055,2023-07-06,435,229603.71504044606,21513.102431764786,416358.50294543296
EEE,162793.21929862292,14,72099.9763578049,43841.099198108255,24900.704238930863,6957.541761988938,2024-12-16,988,321979.5280353915,8775.40822830092,237474.84646371676
Medical Electronics,1939750.1287745822,37,72108.69024140592,42012.25921806022,125048.81622508293,19335.795633891525,2024-03-06,839,118406.531705275,7352.436752249258,810100.8370401027
IT,1773382.47567868,21,93754.61243618833,12800.437383887638,61694.18817979449,7458.623039755328,2024-07-07,246,341766.1192026395,16405.570835285733,719136.5551266044
Medical Electronics,1859116.9522306654,18,54758.120155207514,26861.784301068416,93115.81863532972,16231.863673916245,2024-02-20,221,388397.73518770555,8341.108669874558,739697.9314941386
Civil,1990070.2541605488,5,30722.58286394632,10261.559098642618,56327.889951457335,28512.429962825267,2024-03-01,180,241874.46157335537,9669.861888563331,706424.8031863947
Medical Electronics,389095.7359780002,3,14010.744110381123,35696.89227027357,121725.01876943816,28820.859729264608,2024-02-20,784,312686.1927902792,41581.77824272717,330108.6884885468
EEE,822671.9368601845,23,47407.796801731514,47745.48507107342,135245.32846344734,10983.307163683965,2023-01-26,765,233599.70267297528,6749.316365751019,440990.85991121276
Civil,1528565.027622978,26,37172.50300697517,11169.025613544043,71823.52424769831,20602.83550114136,2024-01-06,761,448104.7709363443,34652.425727063426,692649.6854130619
Medical Electronics,1407240.2052048948,37,78497.9475421488,38024.740886114356,132179.91115642857,16851.906602696443,2024-01-20,474,253955.89845201638,17265.09869669302,641485.6106413037
EEE,350097.01736271736,24,41884.098835694196,33450.71678905374,54719.75096932321,26892.12818965265,2023-02-25,669,422486.26742412127,44219.55563186569,322070.8005041116
IT,1640874.5937317046,49,95416.40766833596,31262.226665364487,89505.9199998181,11785.77160690133,2023-09-10,162,402662.5085524218,26824.65280598748,746908.4518219237
Medical Electronics,487659.1150814883,19,96607.91826890058,22555.410560975266,131638.98587903153,5092.560170810421,2024-09-25,603,211147.3624606947,18750.940669752155,350250.7125380691
EEE,486444.34890411503,25,65881.77311959372,20980.924148921564,62364.57454005275,9064.030148285377,2023-04-16,767,122741.40101016276,28293.752106024553,308732.6173821643
ECE,1097100.1246421565,21,93579.42583133947,7036.213505849953,144025.49446015115,13738.070029234952,2023-05-10,548,208980.24495428777,22188.110857037096,551676.7631934418
Cybersecurity,1206232.8729413212,12,78476.8910063046,14805.891871340606,35844.33523157987,12893.028244262216,2024-10-31,527,414846.5141298579,30393.54791014236,574765.1780389865
ECE,1181168.1052837318,41,59217.367687761354,5682.95970290721,22375.759064055812,24784.07297807215,2024-01-11,967,121539.94255150226,10153.97907468567,526663.1089691112
Cybersecurity,228399.332925622,33,26227.71418805003,31163.769751190925,137537.59583516477,22014.016653470946,2023-11-04,526,266973.8094702972,49864.5726265648,280565.0047031593
Mechanical,1761048.6821292418,4,51273.814916245596,9763.395614505898,28924.326599223394,12488.90799037243,2023-04-01,520,404987.4065007663,24150.01449635229,689186.9978119513
Mechanical,567920.0830479768,42,60478.70170263558,44285.87273133722,148945.59547317392,16443.595429155335,2024-01-28,421,183203.9628129056,20670.378786831592,384809.00172339176
Mechanical,302554.0965014681,7,87756.54226615092,28541.435931372434,143681.5920572838,7388.97759895838,2024-06-17,779,324682.72213132173,36959.44317423192,332617.6840050283
IT,1783058.7557445054,22,53320.00388820984,36486.04590764188,37812.71830472168,27453.66112050252,2023-04-20,265,130359.47128391912,21375.473292289964,654366.9953085555
ECE,1913520.4215480192,33,90790.7205410161,23488.56913282234,89886.00134003356,28385.620611213355,2024-07-14,696,63546.928230398364,42497.34372629409,777607.7241858811
Cybersecurity,1731148.8536676287,17,70691.4081121122,30226.091405047187,44039.63867072876,29495.088384523453,2024-10-02,748,399248.2702954996,25442.182596219136,735025.8390746084
EEE,1628556.3457135123,24,22329.915674830423,47419.66296349837,75660.17249391558,26713.820769645943,2024-08-07,560,58494.62547026634,37380.128596944574,612725.9155787729
Civil,1327721.8622460924,34,99548.32323925836,8723.031783065184,27985.26680377825,9349.022192405639,2023-12-06,558,142976.88358899645,9835.394739884894,549957.9492924375
EEE,1124171.8726878217,28,57450.939467852135,16427.199736566326,49110.19641355664,6154.912080040721,2024-07-18,288,429003.61677874567,43075.36334998003,535450.1419712433
Civil,219624.18182724976,43,45267.2466768171,40099.47471097449,67225.46353185695,19489.91818531685,2023-12-22,563,179769.95066854692,38107.309405014945,254707.00164492254
CSE,846483.7654878625,41,69320.23880225739,9443.174309719963,77024.17503198714,27815.12567207776,2023-06-17,478,486792.2212619389,14527.255030788456,518062.9513466716
EEE,776742.6081740123,39,19800.398258293517,8404.749675684989,147074.5135671561,9433.78404149357,2024-07-10,101,490069.8240391913,11537.8704385604,456478.4852443127
Medical Electronics,556519.8783326361,22,67288.47820780189,21269.362943931737,125022.53393891756,5176.072865603546,2024-03-27,717,141455.25002224278,19233.155692653098,343765.8195795151
Medical Electronics,1460669.2216927407,49,54841.240044934566,9147.558131259455,115863.292760553,25137.40115080611,2023-04-15,463,30079.32890244632,48923.17637143569,626171.1976152832
AI&DS,1016957.683403603,17,46600.66629987248,31328.52989927914,89815.37091645665,6919.89210716835,2023-05-30,171,355481.00926063576,16557.420855517637,474059.49495495326
ECE,208040.12101991347,34,95771.80190610093,15182.386286746992,129199.70887856463,15342.65079775076,2023-05-26,526,230983.3862976884,25525.7244025985,292124.2151632973
Civil,479357.2438021321,6,57028.57450588479,45306.40834397176,64111.96863524244,21972.183429719626,2024-12-16,737,59368.89354019238,6350.910157280134,277324.0952024239
Civil,1382354.5891362121,46,29720.57315229446,40257.50363803655,112156.88466053108,10919.939636404502,2023-10-26,269,356686.18129924097,22875.238830480463,640074.0619470798
ECE,198455.17600608536,6,51306.71314395688,36486.73427447643,149191.91679916237,7099.064086168168,2023-06-16,304,25275.705464841398,30709.400694489625,195660.71865772756
IT,1709853.482395099,34,92744.86641154054,32762.481232302587,60901.758161575846,24250.530711395717,2024-12-13,924,436396.37834119867,47890.60756285843,805331.0213744767
AI&DS,1015535.7276772499,1,25848.59241975352,43855.957865365854,107622.27953491575,20754.377122176036,2024-10-07,436,77939.73926551883,28253.122022302898,437226.1665263611
IT,987143.8257869636,10,29256.13348194132,15037.792769424059,129760.93233980972,29712.26211217012,2024-12-23,571,72382.82058589524,41859.82967799595,441478.90810857463
IT,1205195.1800860593,21,11172.661098137538,44289.89792439024,139054.98583558737,13607.700832998982,2023-02-17,294,96079.42600460642,29620.743915600524,527531.9825601054
IT,1658127.883554041,5,11277.104445619047,40527.153429082355,113331.24982221324,6544.059657254993,2024-09-29,769,480530.5156611126,6835.325604598314,704721.7768681226
ECE,728227.9554092764,2,84645.24642626612,38667.23718744585,56869.030044227715,23358.750883382392,2023-08-27,752,349652.9865243845,19175.372383539834,409046.7330130354
IT,1372131.497490174,22,75891.03461586602,30256.505513371583,62416.67970396304,18043.335471331142,2023-01-07,374,402672.052377182,30899.727852399647,639229.3450945845
Medical Electronics,1153177.3297917927,48,41953.69508067625,16080.987243677004,22698.54417611535,10330.098284728378,2024-04-08,106,204841.14300904897,47776.7284669006,521259.05976972054
Mechanical,570705.1268303716,2,72848.00415048155,24059.656219635337,118915.17709729625,24543.224725118984,2024-03-28,665,174793.23647742823,43660.8661888055,359085.33737742633
CSE,1763328.473392558,10,45568.53336789732,40710.67945424607,25556.14878805368,10093.887146248593,2024-01-06,715,124897.16332375327,15276.002638048143,646506.5016316801
Civil,1604980.7421335098,34,95760.71163980447,6430.0317960796,132404.80609835696,11516.541370823415,2024-07-02,953,245517.5338730804,14904.942350862359,723559.6980452717
Civil,1333981.0775839298,16,97034.74132834314,40192.284616869125,35425.879881690045,7313.213859167979,2024-05-01,949,280396.07943174255,14052.783520125535,606817.391894739
CSE,1708634.3717337716,48,45351.439822840905,15803.183321940493,42343.946577670155,14985.80697577136,2023-07-30,672,319569.6733898501,46512.45033361264,741408.7152148212
ECE,1741223.6918716147,39,86879.97157067813,11493.914032472137,81948.44120819085,15473.230598435473,2023-06-14,698,135988.06695936032,43369.97688957743,734014.6969614214
EEE,1431307.804594318,22,79578.01375277195,10206.559318113597,115924.45397193651,17864.04475870746,2023-05-05,869,474840.49964246544,39869.754451382694,704321.8643735931
ECE,1682175.9903091604,12,37899.99434546103,6226.25053778668,38070.286675880096,22724.10667809444,2023-12-03,277,93181.66412149656,22673.080140090242,617696.3816442051
Civil,1410069.350255103,24,30883.584601099537,28561.39183496538,77209.2397586448,27652.523217010646,2023-07-11,341,483170.055635542,27697.131693444506,631758.5408559504
Civil,1376274.5049325859,47,51241.118535355046,14821.694271217826,82770.66567331362,8443.352472195216,2024-12-30,302,17279.500028676855,25894.928515781878,565921.0792599762
CSE,1256292.1875196095,40,80321.39565529657,49524.42946008342,47597.13341691687,6358.702458716427,2023-08-02,642,245751.58899025436,16402.91484017177,574470.8513145534
IT,1517797.4471374005,38,96415.10062558709,30849.65401424926,35022.58896848212,5463.280839858332,2024-07-27,900,173350.24067711577,27726.26207669451,661208.1438500931
ECE,359279.95532149373,10,78722.11619799153,11204.837121020468,128734.71998813313,8590.534451720407,2023-11-24,561,230070.4728258229,6372.344653373951,289571.70169436437
Cybersecurity,1767697.9804379104,35,86968.6286516533,35994.31433651144,85320.53446915952,21448.73714454065,2024-01-16,179,289625.64370058663,10931.466807385663,728337.7465728102
CSE,1750094.8791032024,49,64275.78755534649,45398.46049293764,21869.560677939888,23186.926949912417,2024-11-03,622,223438.68742622744,44896.53182760259,725412.0901877959
Medical Electronics,107032.20191739034,32,85186.70477579132,38533.077291632646,124387.5691701835,24662.642838203054,2024-07-31,516,213274.95664778154,38825.589516414046,272879.7753405439
Civil,1660342.6636012872,7,80597.8772203076,8439.793746775145,147503.194703896,11092.705297608567,2023-08-27,865,369034.4735525202,24029.07840765892,731160.9594439842
CSE,301296.24157321814,21,43928.698773365206,45314.78815366968,98770.40540385214,12647.370331537997,2024-06-15,483,346079.3747923677,28271.766302774475,285817.98833475786
ECE,703481.7658053268,20,59679.1271908649,40726.82236369841,85482.09032092919,17078.366139137484,2024-11-30,490,418302.9281975655,21649.949868198983,448541.3000119467
Civil,1499841.0997686351,26,82427.78097907253,12123.675504752646,134194.062195845,6579.577421505663,2023-03-23,995,132479.90080735282,38335.09402223026,680434.4564449961
EEE,363481.797294201,4,14145.106077096074,7330.364992976759,143827.18265899783,20278.538080281156,2023-12-29,898,308668.96977949113,40288.42306544358,288124.46821477683
CSE,1645035.6970321713,46,82727.1354120247,30078.975889143883,118089.79906731987,29593.375841893943,2024-05-19,787,296745.4448424984,39347.83355914216,755724.4227289554
AI&DS,1672661.6470175968,22,26009.931164412108,12021.61151029896,77908.88086545742,14020.157784450064,2023-07-21,225,191171.52732761748,37517.52761755023,624700.5575697408
Civil,1039562.0808336306,15,56321.525540929506,42556.59286678724,96988.78191308727,23821.1868772846,2024-05-18,593,248168.19553231364,14202.695241175812,486360.65421522973
ECE,62452.44984782548,40,82744.78956003439,21125.05955022532,111121.5974523399,17500.847889240198,2024-10-05,146,163753.2502198071,20208.649065821544,172801.8629066497
Mechanical,609724.3596910799,21,32843.89703410254,46080.16001314589,45255.56423023419,8195.296109009569,2023-02-06,817,79503.75483232275,26143.044574265372,318568.4804284588
Cybersecurity,1253007.4908326974,15,32122.66953755377,30455.967746345257,78136.13418813694,19555.936220064657,2024-10-05,575,114762.59322473909,19885.684614244503,500401.9528695863
IT,1963313.0471534757,22,46248.795861602666,13220.257290785066,127876.76441324705,12496.856711101624,2024-08-11,718,61701.686736588534,38972.3090071248,759987.6707324749
ECE,1282036.3776825033,28,90517.8517819871,11281.949031191005,105114.29530479759,5860.080211336456,2024-08-23,563,344704.0918431608,19820.90859124796,594680.0312627334
Medical Electronics,556616.9830751116,14,10039.85032934871,30941.259690098927,73456.52873754103,20873.243252943597,2024-02-06,886,333756.4226234842,11220.443905340173,345328.48150521447
Medical Electronics,1286311.121044242,27,91124.47869777415,39284.762533809975,106237.12942190858,26473.30873311819,2024-12-06,948,475797.1220741377,22956.820342173683,666638.0443623316
Mechanical,1102971.4904459182,41,23842.6322177447,40167.7541483982,35368.91356941978,13619.244172496854,2023-06-25,222,367542.4226871482,49096.149475207116,534255.7416787635
IT,1570698.52054473,40,99107.77384607338,17409.083199857658,72194.68937343392,14757.388680319262,2024-06-28,573,35502.460990504405,15164.663582010915,654996.7446864592
AI&DS,258612.2457125689,28,95936.22937346213,14191.104151047537,123106.70993519733,27275.54207418029,2024-07-23,233,443280.1352251876,32547.13965244531,338248.4087284073
Mechanical,1534004.4098789545,26,54520.7670632155,5754.033702157209,48666.142327764246,25340.220334183898,2024-04-11,718,432710.82984340563,24483.787242786784,673098.9580505487
Mechanical,1105469.828418415,49,56144.822303136534,35563.961804052626,44174.9959824643,22873.820588794428,2023-07-20,916,227226.95717862234,8196.1055442197,555555.5447679646
Civil,1927834.4075250395,2,53339.440624826886,8445.571629509253,143606.4257891361,11219.926593828699,2024-06-23,940,297072.89475868153,26954.447269912678,773879.1549979245
Medical Electronics,716650.7237754379,25,67189.92810935703,23934.25407946666,47286.69184620999,27755.416374166114,2024-06-30,661,488278.3829115342,36597.39478917406,440587.1213351944
Civil,1283612.691611199,3,18164.95320114379,32075.697380823323,53919.41535452185,8860.393938480325,2024-09-28,948,270829.1382856015,28094.898912251843,542582.7539978047
Cybersecurity,1867454.8057445341,8,12935.615350740985,47169.90252138546,146050.07205756393,20669.262985430545,2024-01-29,706,453607.69590428396,44244.77286859615,819443.3443260286
IT,249893.96958182455,44,15193.263557430897,19031.096163009588,115512.11413445334,5720.0295136629675,2023-02-11,879,50688.99132699135,18002.16574959122,239357.38846523795
AI&DS,1877595.5501110798,33,49992.88143173629,16239.747310093391,110947.54929305866,21092.995158123646,2024-08-19,122,103615.4156672546,8881.212708678422,704661.2105315685
AI&DS,1391377.158486586,42,34799.31452975351,34437.20694287443,130880.42990109557,11928.608796833996,2024-01-28,665,225969.92228624574,47145.45252461028,627228.6079573521
ECE,182282.26525508522,35,65983.56061338945,32865.75644241118,35057.00069078326,16241.924429593,2024-11-30,985,296530.8360852793,22018.835728769856,277169.8697110383
Mechanical,636878.9555462917,6,99319.8060437301,19944.940248865605,111774.31075540093,13631.613801426327,2024-09-14,865,409951.6474127721,30938.249815413503,449753.00311166863
Cybersecurity,1430935.5728582991,39,44769.08557688193,46764.582597940396,85479.51921267106,9318.918906155246,2024-03-16,334,494248.43642016157,40640.14067585882,680766.1241583948
Medical Electronics,181333.67286410482,23,61645.712869406205,43018.804737033475,127789.58323693818,20549.519752346852,2024-09-08,158,200537.23327231704,19594.114874401126,225619.70582501095
AI&DS,1185232.3973437329,25,47404.35063166019,15079.214563928652,86058.42342647526,27049.388878515187,2024-05-20,263,33233.661708641615,37227.4042179925,481169.2902328749
Cybersecurity,724471.9610582656,43,86254.45009496734,15761.414544553543,100631.37605495857,28977.106057060086,2023-11-16,870,402574.0366147092,11093.848241802261,472197.28745276877
EEE,1260785.2596465803,19,91201.27631160142,28053.515609918628,82106.47643193966,9808.659078847877,2024-07-06,925,306146.552350576,18108.218624247736,601604.2522680371
EEE,139196.96593440004,5,88962.0050984734,39810.74457788241,82160.66006225973,22934.319351574333,2023-08-03,315,107286.00084541882,11511.978626143395,171105.91726487988
Civil,1749496.7719971337,11,97693.50148113318,6981.817072480898,119836.0971480381,21608.484165142057,2023-03-12,282,252465.9437444959,41505.3751280611,714080.8411233976
Medical Electronics,1948303.489895924,12,12476.726662637377,36200.0819180618,101713.63208414681,13584.444739364313,2024-07-21,668,373732.0203115249,15019.215585205342,766149.3176249772
ECE,1939311.8178070984,10,85583.45459309779,34170.61538219436,102324.21620922335,5477.479983843146,2023-08-24,756,387501.77566363546,37283.15999323446,813042.6995714619
AI&DS,1511821.0718987032,8,77659.49557351839,15416.604316084471,78536.72289809835,22244.781182821655,2023-10-08,189,254813.02187939337,47448.42787605437,620304.5467593591
Mechanical,303668.1682547323,24,30582.49684603283,35660.885595860695,89044.23452387858,28637.371513987506,2024-09-08,410,159555.11976314097,28749.749408099466,253183.12590743648
Mechanical,1528613.232061594,28,96068.80840487748,47308.24360634372,116943.29660662235,20803.003047891285,2023-06-11,656,487133.8651988618,29301.313651730947,742766.1499863429
AI&DS,97944.48709466294,41,23336.013540695094,7105.363023729584,127372.31948454937,15882.318104690852,2023-07-10,356,335047.6793686815,25746.510564401542,233987.27957954525
IT,93140.92548154465,36,71159.49344205175,19384.342488142815,110552.982278726,18128.84735279071,2023-01-09,632,210036.38447968636,19665.05645271392,238328.6743858545
ECE,681039.9273416054,37,30240.119513432124,24717.95224998599,140129.4885499388,9990.720191497938,2023-03-01,632,147426.97986027968,26404.47639162127,384797.00364344
Cybersecurity,1002854.2212890983,21,48824.25838966672,45466.71615161103,126642.13145913612,23763.604093843438,2023-08-13,151,368240.46167174546,32126.338952004175,511461.7206731405
IT,1552294.4647251968,8,74724.39072501121,48301.76509741205,93042.2926752374,23660.495750246224,2024-11-30,437,128669.88834094617,49369.62074767967,638800.7665651913
IT,1382425.984382685,9,60699.2177829742,24985.186092334952,107282.78944368579,8637.932509685623,2024-08-04,270,94137.8945971072,47199.40516932009,545475.7498656462
Civil,919510.2774346593,47,48475.16481953005,38751.2785463986,140420.07599975547,26949.459562491476,2023-10-14,166,269618.60559141444,43796.88312319048,513172.8898416739
EEE,583571.9992492484,15,39370.45878387885,28924.746069401735,100491.84575159759,11729.74348683263,2023-06-18,724,152093.8223956295,45010.87410671863,339567.3042074983
IT,1994392.7753075368,48,85569.36901379113,29200.232063361942,127224.90323737799,29556.40152341537,2023-03-03,399,318163.52101257135,26053.213248141932,852211.8540824543
IT,881053.5393601472,46,22943.291528333233,17514.478177986042,109545.36546669832,14572.575350931145,2023-12-15,771,67789.9506883744,34584.99472298592,454525.1269042872
CSE,930204.6974428672,40,48709.25888768201,14763.031063874578,91751.72693786064,9447.10146836249,2024-03-17,877,330921.14123798755,45278.002532129634,527833.4631959301
Civil,369066.4513237549,18,91338.1814597628,17960.24056658185,51438.965403995906,13793.002783641306,2023-01-14,931,148815.29871887408,22682.784424610887,290692.34707878355
Medical Electronics,1599878.6200623622,42,86126.4595413971,30034.76032656857,75379.67753089566,16004.50821742983,2023-06-13,331,10119.037872911238,48279.311525546094,645075.4646408428
CSE,1402680.3402739028,20,46084.758622574205,6311.983370994005,145806.56722838304,6732.694325957371,2024-02-24,936,72198.66826034643,23710.372793113234,608021.3523911787
CSE,480500.74493808276,6,78679.75272411774,45826.20249603826,105509.499825438,19455.459530582237,2024-06-03,167,467471.5351391961,32048.719942694705,371311.39490931405
AI&DS,210643.03895089327,12,84084.47476379733,12032.76692973993,93371.39944406865,19940.81099672251,2024-10-27,605,435003.77316652535,36941.212097256735,292510.21601125103
EEE,1376973.6390456907,2,89999.86816032667,14903.990459212395,141284.36131866957,23473.261383736804,2024-07-01,127,124468.42569775606,47776.64058841723,573811.6157920448
IT,1326296.8678482138,7,59005.51921443052,28322.427940144087,96246.53153486834,5729.2473072685825,2024-07-13,727,391402.2332272907,16007.732332351972,582184.4533505102
EEE,582856.0776465082,16,28401.47974492406,36955.16448517757,88390.72739426239,18530.955360845754,2024-08-19,150,308200.0806552474,38575.8940207389,343332.4551876635
ECE,1904183.9463883003,3,32977.81688535385,9307.807463497878,118710.41116952668,6322.68583176661,2023-01-28,792,485743.30861043604,28436.7013764837,792126.6590293522
AI&DS,344562.88897275546,45,36612.52066374438,19296.261389622297,112646.53046825078,22528.605499166337,2024-12-08,359,193066.77317168895,17085.071327928847,298819.3771834011
Medical Electronics,893052.8620330737,3,63442.2232728654,48590.35725084607,45110.801093096255,6393.199642524612,2024-03-21,690,343915.70013341395,39947.30779083758,459164.6668834252
EEE,1890051.0443268178,27,12952.866171574758,16805.43350514256,81270.07569463574,27793.196208540816,2023-07-27,884,41132.503987720105,29850.002607823095,725392.6162684602
Mechanical,868468.2680059385,43,67243.82219019716,19087.256527841608,81427.00756654609,22552.064172112412,2024-04-14,719,204161.1999400389,34743.82192923541,467496.7737541643
